user_id_order,isbn_id,rating,book_title,book_author,year_of_publication,publisher,isbn,user_id
3,4341,0,"House Becomes A Home (Silhouette Romance, No 780)",Linda Varner,1991,Silhouette,373087802,278418
3,4342,0,"Letters From Home (Silhouette Romance, 893)",Judy Collins,1992,Silhouette,373088930,278418
3,4343,0,"Wife Worth Waiting For (This Side Of Heaven) (This Side of Heaven, Vol 3)",Arlene James,1993,Silhouette,373089740,278418
3,4344,0,"Christmas Wishes (Under The Mistletoe) (Silhouette Romance, No 979)",Moyra Tarling,1993,Silhouette,373089791,278418
3,4345,0,This Cherished Land,Ada Steward,1985,Silhouette,037309227X,278418
3,4346,0,Memories / The Heart (Silhouette Special Edition No. 268),Jean Kent,1985,Silhouette,373092687,278418
3,4347,0,"Purple Diamonds (Silhouette Special Edition, No. 374)",Jo Ann Algermissen,1987,Silhouette,373093748,278418
3,4348,0,"No Room For Doubt (Silhouette Special Editions, No 421)",Tracy Sinclair,1987,Silhouette,373094213,278418
3,4349,0,"Imaginary Lover (Silhouette Special, No 472)",Natalie Bishop,1988,Silhouette,373094728,278418
3,4350,0,"No Right Or Wrong (Special Edition, No 509)",Katherine Granger,1989,Silhouette,373095090,278418
3,4351,0,"In Too Deep (Special Edition, No 522)",Janet Woods,1989,Silhouette,373095228,278418
3,4352,0,"Snow Image (Special Edition, No 546)",Maggi Charles,1989,Silhouette,373095465,278418
3,4353,0,"Willing Partners (Silhouette Special Edition, 584)",Tracy Sinclair,1990,Silhouette,373095848,278418
3,4354,0,"Country Christmas (Silhouette Special Edition, No 631)",Jessica St. James,1990,Silhouette,373096313,278418
3,4355,0,"Nobody'S Bride (Silhouette Special Edition, No 765)",Judi Edwards,1992,Silhouette,373097654,278418
3,4356,0,"Prince Among Men (Silhouette Special Edition, No 783)",Mona Van Wieren,1992,Silhouette,373097832,278418
3,4357,0,"When Somebody Needs You (Silhouette Special Edition, No 784)",Jim Alexander,1992,Silhouette,373097840,278418
3,4358,0,"Your Child, My Child (Silhouette Special Edition No. 9807)",Jennifer Mikels,1993,Silhouette,373098073,278418
3,4359,0,"Heart Of The Wolf (Silhouette Special Edition, No. 818)",Lindsay McKenna,1993,Silhouette,373098189,278418
3,4360,0,"Worth Waiting For (Silhouette Special Edition, No 825)",Bay Matthews,1993,Silhouette,373098251,278418
3,4361,0,Here Comes The Groom,Jim Alexander,1993,Silhouette,373098456,278418
3,4362,0,"Grand Prize Winner! (That Special Woman!) (Silhouette Special Edition, 847)",Tracy Sinclair,1993,Silhouette,373098472,278418
3,4363,0,"Daring Vow (Vows) (Silhouette Special Edition, No. 855)",Janet Woods,1993,Silhouette,373098553,278418
3,4364,0,"Magic Of Christmas (Silhouette Special Edition, No 856)",Andrea Edwards,1993,Silhouette,373098561,278418
3,4365,0,"Man Of The Mountain (The Jones Gang) (Silhouette Special Edition, No 886)",Christine Rimmer,1994,Silhouette,373098863,278418
3,4366,0,Wild Is The Wind (Silhouette Special Edition No 887),Laurie Paige,1994,Silhouette,373098871,278418
3,4367,0,"Sweetbriar Summit (The Jones Gang) (Silhouette Special Edition, No 9896)",Christine Rimmer,1994,Silhouette,373098960,278418
3,4368,0,"Baby, Come Back (Silhouette Special Edition, No 903)",Erica Spindler,1994,Silhouette,373099037,278418
3,4369,0,"Mail Order Cowboy (That Special Woman!) (Silhouette Special Edition, No 919)",Patricia Coughlin,1994,Silhouette,373099193,278418
3,4370,0,"For The Baby'S Sake (That Special Woman) (Silhouette Special Edition, No 925)",Christine Rimmer,1994,Silhouette,373099258,278418
3,4371,0,"Abigail And Mistletoe (Silhouette Special Edition, No 930)",Tom Smith,1994,Silhouette,373099304,278418
3,4372,0,"Husband: Some Assembly Require (That Special Woman!) (Silhouette Special Edition, No 9931)",Marie Ferrarella,1994,Silhouette,373099312,278418
3,4373,0,"New Year'S Eve (Silhouette Special Edition, No 9935)",Beth Henderson,1994,Silhouette,373099355,278418
3,4374,0,"Real Elizabeth Hollister.. (Silhouette Special Edition, No 940)",Jim Alexander,1995,Silhouette,373099401,278418
3,4375,0,"Sultan'S Wives (That Special Woman) (Silhouette Special Edition, No 9943)",Tracy Sinclair,1995,Silhouette,373099436,278418
3,4376,0,"Rose And A Wedding Vow (This Time, Forever) (Silhouette Special Edition, 944)",Andrea Edwards,1995,Silhouette,373099444,278418
3,4377,0,"Baby My Baby (A Ranching Family) (Silhouette Special Edition, No 9946)",Victoria Pade,1995,Silhouette,373099460,278418
3,4378,0,"Secret And A Bridal Pledge (This Time, Forever) (Silhouette Special Edition, No 956)",Andrea Edwards,1995,Silhouette,373099568,278418
3,4379,0,"Riley'S Sleeping Beauty (That Special Woman!) (Silhouette Special Edition, No 961)",Janet Woods,1995,Silhouette,373099614,278418
3,4380,0,"Scarlet Woman (Silhouette Special Edition, No 975)",Barbara Faith,1995,Silhouette,373099754,278418
3,4381,0,"Home For Adam  (The Family Way) (Silhouette Special Edition, No 980)",Gina F. Wilkins,1995,Silhouette,373099800,278418
3,4382,0,Witchstone,Anne Mather,1983,Harlequin,373101104,278418
3,4383,0,Lost Mountain,Abra Taylor,1980,Harlequin Presents,373103425,278418
3,4384,0,Thief of Copper Canyon,Elizabeth Graham,1981,Harlequin Sales Corp (Mm),373104030,278418
3,4385,0,Brand of Possession,Carole Mortimer,1981,Harlequin Sales Corp (Mm),373104065,278418
3,4386,0,Illusion ( Harlequin Presents ) (448),Charlotte Lamb,1981,Harlequin Presents,373104480,278418
3,4387,0,Untouched Wife,Rachel Lindsay,1981,Harlequin Presents,373104677,278418
3,4388,0,Smokescreen (Harlequin Presents),Anne Mather,1982,Harlequin Books,373105096,278418
3,4389,0,A Touch of the Devil (Harlequin Presents),Anne Weale,1982,Harlequin Books,373105118,278418
3,4390,0,Burning Obsession (Harlequin Presents),Carole Mortimer,1982,Harlequin Books,373105185,278418
3,4391,0,Island Loving,Jan MacLean,1982,Harlequin Books,373105290,278418
3,4392,0,Castle of the Fountains (Harlequin Presents),Margaret Rome,1982,Harlequin Books,373105320,278418
3,4393,0,Not Far Enough (Harlequin Presents),Margaret Pargeter,1982,Harlequin Books,373105401,278418
3,4394,0,Substitute Wife (Harlequin Presents),Rachel Lindsay,1982,Harlequin Books,037310555X,278418
3,4395,0,Elusive Lover,Carole Mortimer,1982,Harlequin,373105568,278418
3,4396,0,Prelude To A Song (Harlequin Presents),Margaret Pargeter,1983,Harlequin,037310572X,278418
3,4397,0,Substitute Bride (Harlequin Presents),Margaret Pargeter,1983,Harlequin,373105800,278418
3,4398,0,Lucifer'S Brand (Harlequin Presents),Nicola West,1983,Harlequin,373105894,278418
3,4399,0,Moment Of Madness (Harlequin Presents),Patricia Lake,1983,Harlequin,373105932,278418
3,4400,0,Intimate Enemies (Harlequin Presents),Jessica Steele,1983,Harlequin,037310605X,278418
3,4401,0,Man Of Vengeance (Harlequin Presents),Lynsey Stevens,1983,Harlequin,373106068,278418
3,4402,0,Master Of Shadows (Harlequin Presents),Susanna Firth,1983,Harlequin,373106246,278418
3,4403,0,Lifelong Affair (Harlequin Presents),Carole Mortimer,1983,Harlequin,373106270,278418
3,4404,0,Morning Song (Harlequin Presents),Rebecca Flander,1983,Harlequin,373106327,278418
3,4405,0,Love Unspoken (Harlequin Presents),Carole Mortimer,1983,Harlequin,037310636X,278418
3,4406,0,Reluctive Relative (Harlequin Presents),Jessica Steele,1983,Harlequin,373106610,278418
3,4407,0,Caribbean Confusion,Mary Lyons,1984,Harlequin,373106734,278418
3,4408,4,No Other Chance,Avery Thorne,1984,Harlequin,373106939,278418
3,4409,0,Illusion Of Love,Author Unknown,1984,Harlequin,373107072,278418
3,4410,0,Gallant Antagonist,Author Unknown,1984,Harlequin,373107250,278418
3,4411,0,Run So Far,Author Unknown,1984,Harlequin,373107412,278418
3,4412,0,Coming Home,Alison Fraser,1984,Harlequin,373107455,278418
3,4413,0,No Holds Barred,Jessica Steele,1985,Harlequin,373107668,278418
3,4414,0,Facade,Jessica Steele,1985,Harlequin,373107676,278418
3,4415,0,Friendship Barrier,Penny Jordan,1985,Harlequin,373107943,278418
3,4416,0,Fire Of The Gods,Madeleine Ker,1985,Harlequin,373107951,278418
3,4417,0,Tempestuous Affair,Carol Mortimer,1985,Harlequin,373107978,278418
3,4418,0,Saved From Sin,Lindsay Armstrong,1985,Harlequin,373108060,278418
3,4419,0,Captive Of Fate,Margaret Pargeter,1985,Harlequin,373108133,278418
3,4420,0,"Stolen Summer (Harlequin Presents, No 843)",Anne Mather,1985,Harlequin,373108435,278418
3,4421,0,"Give Me This Night (Harlequin Presents, No 849)",Vanessa James,1985,Harlequin,373108494,278418
3,4422,0,"Sun Lord'S Woman (Harlequin Presents, No 854)",Violet Winspear,1985,Harlequin,373108540,278418
3,4423,0,"Malibu Music (Harlequin Presents, No 859)",Rosemary Hammond,1986,Harlequin,373108591,278418
3,4424,0,"Leaving Home (Harlequin Presents, No 900)",Leigh Michaels,1986,Harlequin,373109008,278418
3,4425,0,"Sunstroke (Harlequin Presents, No 901)",Elizabeth Oldfield,1986,Harlequin,373109016,278418
3,4426,0,"Elusive Paradise (Harlequin Presents, No 937)",Lilian Peake,1986,Harlequin,373109490,278418
3,4427,0,"Fascination (Harlequin Presents, No 986)",Patricia Lake,1987,Harlequin,373109865,278418
3,4428,0,"Bittersweet Marriage (Harlequin Presents, No 990)",Jeneth Murrey,1987,Harlequin,373109903,278418
3,4429,4,"Girl In A Golden Bed (Harlequin Presents, No 1013)",Anne Weale,1987,Harlequin,373110138,278418
3,4430,0,"Storm Cloud Marriage (Harlequin Presents, No 1115)",Roberta  Leigh,1988,Harlequin,373111150,278418
3,4431,0,"Satan'S Island (Harlequin Presents, No 1165)",Sally Wentworth,1989,Harlequin,373111657,278418
3,4432,5,"Once A Hero (Harlequin Presents, No 1257)",Anne McAllister,1990,Harlequin,373112572,278418
3,4433,0,"Black Lion Of Skiapelos (Harlequin Presents, No 1259)",Annabel Murray,1990,Harlequin,373112599,278418
3,4434,0,"Love Is In The Cards (Harlequin Presents, No 1360)",Emma Goldrick,1991,Harlequin,373113609,278418
3,4435,0,"It All Depends On Love (Harlequin Presents, No 1363)",Roberta Leigh,1991,Harlequin,373113633,278418
3,4436,0,"Devil In Paradise (Harlequin Presents, No 1364)",Joanna Mansell,1991,Harlequin,373113641,278418
3,4437,0,"Nights Of Destiny (Harlequin Presents, No 1382)",Sara Wood,1991,Harlequin,037311382X,278418
3,4438,0,"Summer Storm (Harlequin Presents, No 1408)",Robyn Donald,1991,Harlequin,373114087,278418
3,4439,0,"Dark Music (Harlequin Presents, No 1410)",Arnette Lamb,1991,Harlequin,373114109,278418
3,4440,0,"Garden Of Eden (Harlequin Presents, No 1411)",Sandra Marton,1991,Harlequin,373114117,278418
3,4441,0,Fantasy Of Love (Harlequin Presents No 415),Rachel Elliot,1991,Harlequin,037311415X,278418
3,4442,0,Land Of Maybe (Harlequin Presents No 416),Sandra Field,1991,Harlequin,373114168,278418
3,4443,0,Rival Attractions (Harlequin Presents No 418),David P. Jordan,1991,Harlequin,373114184,278418
3,4444,0,One Girl At A Time (Harlequin Presents No 420),Roberta Leigh,1991,Harlequin,373114206,278418
3,4445,0,"Out Of The Night (Harlequin Presents, No. 1427)",David P. Jordan,1991,Harlequin,373114273,278418
3,4446,0,"Wild Champagne (Harlequin Presents, No 1428)",Kate Kingston,1991,Harlequin,373114281,278418
3,4447,0,"Accidental Affair (Harlequin Presents, No. 1429)",Elizabeth Oldfield,1991,Harlequin,037311429X,278418
3,4448,0,"Passionate Betrayal (Harlequin Presents, No 1431)",Jacqueline Baird,1992,Harlequin,373114311,278418
3,4449,0,"Promise To Repay (Harlequin Presents, No 1432)",Amanda Browning,1992,Harlequin,037311432X,278418
3,4450,0,"Breaking Point (Harlequin Presents, No 1433)",Emma Darcy,1992,Harlequin,373114338,278418
3,4451,0,"No Place Too Far (Harlequin Presents, No 1434)",Robyn Donald,1992,Harlequin,373114346,278418
3,4452,0,"Director'S Wife (Harlequin Presents, No. 1439)",Lindsay Armstrong,1992,Harlequin,373114397,278418
3,4453,0,"Inherit Your Love (Harlequin Presents, No 1440)",Sally Cook,1992,Harlequin,373114400,278418
3,4454,0,"Game Of Love (Harlequin Presents, No. 1442)",David P. Jordan,1992,Harlequin,373114427,278418
3,4455,0,"Blind Passion (Harlequin Presents, No. 1444)",Anne Mather,1992,Harlequin,373114443,278418
3,4456,0,"High Risk (Harlequin Presents, No 11447)",Emma Darcy,1992,Harlequin,373114478,278418
3,4457,0,"Heart on Fire (Harlequin Presents Ser., No. 1467)",Arnette Lamb,1992,Harlequin,373114672,278418
3,4458,0,"When The Devils Drives (Harlequin Presents, No 11471)",Sara Craven,1992,Harlequin,373114710,278418
3,4459,0,"Seduction Of Keira (Harlequin Present, No. 1472)",Emma Darcy,1992,Harlequin,373114729,278418
3,4460,0,"Nights Of Desire (Harlequin Presents, No. 11473)",Natalie Fox,1992,Harlequin,373114737,278418
3,4461,0,"Second Time Loving (Harlequin Presents, No. 1476)",David P. Jordan,1992,Harlequin,373114761,278418
3,4462,0,"Devil To Pay (Harlequin Presents, No 11483)",Susan Napier,1992,Harlequin,373114834,278418
3,4463,0,"Stay Until Dawn (Harlequin Presents, No 11484)",Elizabeth Oldfield,1992,Harlequin,373114842,278418
3,4464,0,"Irresistible Enemy (Harlequin Presents, No 11485)",Lilian Peake,1992,Harlequin,373114850,278418
3,4465,0,"Imperfect Bride (Harlequin Presents, No 11486)",Karen Van Der Zee,1992,Harlequin,373114869,278418
3,4466,0,"Tiger Moon (Harlequin Presents, 1500)",Kristy McCallum,1992,Harlequin,373115008,278418
3,4467,0,"Dark Heritage (Harlequin Presents, No 1511)",Emma Darcy,1992,Harlequin,373115113,278418
3,4468,0,"Secret Admirer (Harlequin Presents No, 1554)",Susan Napier,1993,Harlequin,373115547,278418
3,4469,0,"Jungle Enchantment (Harlequin Presents, No. 11564)",Jim Wilson,1993,Harlequin,373115644,278418
3,4470,0,Tidewater Seduction (Presents Plus) (Harlequin Presents Plus),Anne Mather,1993,Harlequin,373115911,278418
3,4471,0,"Such Dark Magic (Year Down Under) (Harlequin Presents, No 1611)",Robyn Donald,1993,Harlequin,037311611X,278418
3,4472,0,"Alpha Man (Postcards From Europe) (Harlequin Presents No, 11619)",Kay Thorpe,1993,Harlequin,373116195,278418
3,4473,0,"Dawn Song (Presents Plus) (Harlequin Presents Plus, No 1640)",Sara Craven,1994,Harlequin,373116403,278418
3,4474,0,"Daring Proposition (Presents Plus) (Harlequin Presents, No 11664)",Miranda Lee,1994,Harlequin,373116640,278418
3,4475,0,Yesterday's Affair (Harlequin Presents No 1668),Sally Wentworth,1994,Harlequin,373116683,278418
3,4476,0,Wounds Of Passion (Presents Plus) (Harlequin Presents No 1687),Arnette Lamb,1994,Harlequin,037311687X,278418
3,4477,0,Viking Magic (Postcards From Europe) (Harlequin Presents No 1691),Angela Wells,1994,Harlequin,373116918,278418
3,4478,0,"Tower Of Shadows (Postcards From Europe) (Harlequin Presents, No 1708)",Sara Craven,1994,Harlequin,373117086,278418
3,4479,0,"Colour Of Midnight (Secrets...) (Harlequin Presents, No 11714)",Robyn Donald,1994,Harlequin,373117140,278418
3,4480,0,"Southern Passions (Too Hot To Handle) (Harlequin Presents, No 11715)",Sara Wood,1994,Harlequin,373117159,278418
3,4481,0,"Thunder On The Reef (Presents Plus) (Harlequin Presents, No 1761)",Sara Craven,1995,Harlequin,373117612,278418
3,4482,0,"Duel In The Sun (Harlequin Presents, No 1764)",Sally Wentworth,1995,Harlequin,373117647,278418
3,4483,0,"Alexakis Bride  (Wedlocked!) (Harlequin Presents, No 1769)",Anne McAllister,1995,Harlequin,373117698,278418
3,4484,0,"Fantasies &amp; The Future  (Hearts Of Fire) (Harlequin Presents, No 1772)",Miranda Lee,1995,Harlequin,373117728,278418
3,4485,5,"Dark Apollo (Top Author) (Harlequin Presents, No 1786)",Sara Craven,1995,Harlequin,373117868,278418
3,4486,0,"Accidental Mistress  (From Here To Paternity) (Harlequin Presents, No 1909)",Cathy Williams,1997,Harlequin,373119097,278418
3,4487,0,"Morgan'S Child  (Millenium Celebration) (Harlequin Presents, 2000)",Anne Mather,1998,Harlequin,373120001,278418
3,4488,0,"Groom'S Revenge (Harlequin Presents, 2035)",John N. Walker,1999,Harlequin,373120354,278418
3,4489,0,"Baby Verdict (Expecting) (Harlequin Presents, No. 2048)",Cathy Williams,1999,Harlequin,373120486,278418
3,4490,0,"Marriage At His Convenience (Wedlocked) (Presents, 2196)",Jacqueline Baird,2001,Harlequin,373121962,278418
3,4491,0,"His Miracle Baby (Passion) (Harlequin Presents, No. 2232)",Kate Walker,2002,Harlequin,373122322,278418
3,4492,0,"The Devil's Bargain (Harlequin Presents, No. 2246)",Robyn Donald,2002,Harlequin,373122462,278418
3,4493,0,"The Mistress Scandal  (Passion) (Harlequin Presents, 2256)",Kim Lawrence,2002,Harlequin,037312256X,278418
3,4494,0,"An Arabian Marriage  (Sister Brides) (Harlequin Presents, No. 2271)",Lynne Graham,2002,Harlequin,373122713,278418
3,4495,0,"The Hired Husband  (Wedlocked!) (Harlequin Presents, No. 2275)",Kate Walker,2002,Harlequin,373122756,278418
3,4496,5,The Disobedient Mistress  (Sister Brides),Lynne Graham,2002,Harlequin,373122772,278418
3,4497,0,the Heiress Bride  (sister brides),Lynne Graham,2002,Harlequin,373122837,278418
3,4498,0,At Her Boss's Bidding  (Secret Passions),Miranda Lee,2003,Harlequin,373123019,278418
3,4499,0,Leopard In Snow,Author Unknown,1984,Harlequin,373151055,278418
3,4500,0,Starbright,Maura Seger,1986,Harlequin,373152531,278418
3,4501,0,Home to You (Harlequin American Romance),Muriel Jensen,2000,Harlequin,373153279,278418
3,4502,0,Game Of Hearts (Harlequin American Romance Series),Ginger Chambers,1983,Harlequin,373160321,278418
3,4503,0,Valley Of Fire,Author Unknown,1984,Harlequin,373160542,278418
3,4504,0,"Open Channels (Harlequin American Romance, No 172)",Rebecca Bond,1986,Harlequin,373161727,278418
3,4505,0,Mallory Touch (Harlequin American Romance),Muriel Jensen,1986,Harlequin,037316176X,278418
3,4506,0,Soar And Surrender (Harlequin American Romance No. 198),Marlys Wills,1987,Harlequin,373161980,278418
3,4507,0,"Dream Chasers (Harlequin American Romance, No 202)",Anne McAllister,1987,Harlequin,373162022,278418
3,4508,0,"Golden Dreams (Harlequin American Romance, No 232)",Leigh Anne Williams,1987,Harlequin,373162324,278418
3,4509,0,"Getting Even (American Romance, No 313)",Beverly Sommers,1989,Harlequin,373163134,278418
3,4510,0,"Of Dreams And Magic (Harlequin American Romance, No 317)",Dallas Schulze,1989,Harlequin,373163177,278418
3,4511,0,"Carol Christmas (Harlequin American Romance, No 321)",Muriel Jensen,1989,Harlequin,373163215,278418
3,4512,0,"Way Home (American Romance, No 327)",Sandra Kitt,1989,Harlequin,373163274,278418
3,4513,0,"Meant To Be (American Romance, 334)",Cathy Gillen Thacker,1990,Harlequin,373163347,278418
3,4514,0,"Phantom Angel (Harlequin American Romance, No 348)",Mary Higgins Clark,1990,Harlequin,373163487,278418
3,4515,0,"Angels Wings (Harlequin American Romance, No. 361)",Anne Stuart,1990,Harlequin,373163614,278418
3,4516,0,"Tangled Web (Harlequin American Romance, No. 423)",Cathy Gillen Thacker,1991,Harlequin,373164238,278418
3,4517,0,"Charity'S Angel (Harlequin American Romance, No 430)",Dallas Schulze,1992,Harlequin,373164300,278418
3,4518,0,"Forever Yours (Harlequin American Romance, No. 436)",Charles Mcguire,1992,Harlequin,037316436X,278418
3,4519,0,"Sunshine And Shadows (Harlequin American Romance, No 439)",Pamela Browning,1992,Harlequin,373164394,278418
3,4520,0,"Strong Arms Of The Law (Harlequin American Romance, No 486)",Dallas Schulze,1993,Harlequin,373164866,278418
3,4521,0,"Wed Again (Harlequin American Romance, No 510)",Elda Minger,1993,Harlequin,373165102,278418
3,4522,0,"Alligator Alley (Harlequin American Romance, No 512)",Jenna McKnight,1993,Harlequin,373165129,278418
3,4523,0,"Merry Christmas, Baby (Harlequin American Romance, No 516)",Pamela Browning,1993,Harlequin,373165161,278418
3,4524,0,"Invisible Groom (Harlequin American Romance, No 554)",Barbara Bretton,1994,Harlequin,373165544,278418
3,4525,0,"Secret Agent Dad (Harlequin American Romance, No. 559)",Leandra Logan,1994,Harlequin,373165595,278418
3,4526,0,"Last Bridesmaid  (Husband For Hire) (Harlequin American Romance, No 601)",Leandra Logan,1995,Harlequin,037316601X,278418
3,4527,0,"Cowboy Hires A Wife (1-800-Husband) (Harlequin American Romance, No 605)",Jenna McKnight,1995,Harlequin,373166052,278418
3,4528,0,"Make Way For Mommy (Mommy And Me) (Harlequin American Romance, No 606)",Muriel Jensen,1995,Harlequin,373166060,278418
3,4529,0,"Two Weddings And A Feud (Harlequin American Romance, 628)",Jenna McKnight,1996,Harlequin,373166281,278418
3,4530,0,"Lover'S Leap (Heartbeat) (Harlequin American Romance, No 632)",Pamela Browning,1996,Harlequin,037316632X,278418
3,4531,0,"Baby Romeo: P I (Accidental Dads) (Harlequin American Romance, No 636)",Jule McBride,1996,Harlequin,373166362,278418
3,4532,0,"Nine Months Later... (Where Were You When The Lights Went Out?) (Harlequin American Romance, No 637)",Jim Wilson,1996,Harlequin,373166370,278418
3,4533,0,"Do You Take This Man... (Where Were You When The Lights Went Out) (Harlequin American Romance, No 641)",Linda Randall Wisdom,1996,Harlequin,373166419,278418
3,4534,0,"Littlest Angel (Gift-Wrapped Grooms) (Harlequin American Romance, No 657)",Charlotte Maclay,1996,Harlequin,373166575,278418
3,4535,0,"Elise And The Hotshot Lawyer (Harlequin American, No 666)",Emily Dalton,1997,Harlequin,373166664,278418
3,4536,0,"Pick - Up Man (Harlequin American, No 668)",Pamela Bauer,1997,Harlequin,373166680,278418
3,4537,0,"Bachelor Daddy (Harlequin American Romance, No. 678)",Linda Cajio,1997,Harlequin,373166788,278418
3,4538,0,"Mission: Motherhood  (Big Apple Babies) (Harlequin American Romance, No 693)",Jule McBride,1997,Harlequin,373166931,278418
3,4539,0,"Marley And Her Scrooge (Harlequin American Romance, No 706)",Emily Dalton,1997,Harlequin,373167067,278418
3,4540,0,"The Santa Suit (Harlequin American Romance, No. 708)",Toller Karen Whittenburg,1997,Harlequin,373167083,278418
3,4541,0,"Catching a Daddy (Harlequin American Romance, No. 709)",Charlotte Maclay,1997,Harlequin,373167091,278418
3,4542,7,"Husband 101 (Harlequin American Romance, No. 731)",Jo Leigh,1998,Harlequin,373167318,278418
3,4543,0,"My Daddy the Duke (Harlequin American Romance, No. 735)",Judy Christenberry,1998,Harlequin,373167350,278418
3,4544,0,"Match Made In Texas (Harlequin American Romance, 796)",Tina Leonard,1999,Harlequin,373167962,278418
3,4545,0,"Daddy By Christmas (Harlequin American Romance, 799)",Mollie Molay,1999,Harlequin,373167997,278418
3,4546,0,"Mccallum Quintuplets (Maitland Maternity: Triplets, Quads &amp; Quints) (Harlequin American Romance, No. 909)",Kasey Michaels,2002,Harlequin,373169094,278418
3,4547,0,"Home-Grown Husband  (Welcome To Harmony) (Harlequin American Romance, No. 928)",Sharon Swan,2002,Harlequin,373169280,278418
3,4548,0,"By The Sheikh's Command  (Brides Of The Desert Rose) (Harlequin American Romance, 933)",Debbi Rawlins,2002,Harlequin,373169337,278418
3,4549,0,"Husbands, Husbands...Everywhere!  (Welcome To Harmony) (Harlequin American Romance Series, No. 939)",Sharon Swan,2002,Harlequin,373169396,278418
3,4550,0,"To Wed At Christmas (Under The Mistletoe) (Silhouette Romance, No 1049)",W. P. Myers,1994,Silhouette,373190492,278418
3,4551,0,"Man Who Changed Everything (Silhouette Romance, No 1059)",Elizabeth Sites,1994,Silhouette,037319059X,278418
3,4552,0,"Father In The Middle (Fabulous Fathers) (Silhouette Romance, No 1060)",Phyllis Halldorson,1995,Silhouette,373190603,278418
3,4553,0,"Nanny And The Professor (Fabulous Fathers) (Silhouette Romance, No 1066)",Donna Clayton,1995,Silhouette,373190662,278418
3,4554,0,"Weekend Wife (Siste Switch) (Silhouette Romance, No 1082)",Carolyn Zane,1995,Silhouette,373190824,278418
3,4555,0,"Green Card Wife  (Wedding Month/First Comes Marriage) (Silhouette Romance, No 1104)",Ralph Peters,1995,Silhouette,373191049,278418
3,4556,0,Deputy Daddy (The Baker Brood) (Silhouette Romance No 1141),Carla Cassidy,1996,Silhouette,373191413,278418
3,4557,0,"Man Who Would Be Daddy  (Bundles Of Joy/Special Author Cove) (Silhouette Romance, No 1175)",Marie Ferrarella,1996,Silhouette,373191758,278418
3,4558,0,"Wedding Kiss (Women To Watch) (Harlequin Silhouette Romance, No 1185)",Robin Wells,1996,Silhouette,373191855,278418
3,4559,0,"Family Of The Year (Harlequin Silhouette Romance, No 1196)",Patti Standard,1996,Silhouette,373191960,278418
3,4560,0,"Miss Maxwell Becomes A Mom  (The Single Daddy Club) (Silhouette Romance, No 1211)",Donna Clayton,1997,Silhouette,373192118,278418
3,4561,0,"Beauty And The Bachelor Dad (The Single Daddy Club) (Silhouette Romances, No 1223)",Donna Clayton,1997,Silhouette,373192231,278418
3,4562,0,"Secret Groom (Surprise Brides) (Silhouette Romances, No 1225)",Myrna MacKenzie,1997,Silhouette,373192258,278418
3,4563,0,"Prince Charming'S Return  (Fabulous Fathers) (Silhouette Romance, 1361)",Myrna MacKenzie,1999,Silhouette,373193610,278418
3,4564,0,"Raffling Ryan (The Chandlers Request...) (Silhouette Romance, 1481)",Fern Michaels,2000,Silhouette,373194811,278418
3,4565,0,"Wedding Lullaby (Silhouette Romance, 1485)",Melissa McClone,2000,Silhouette,373194854,278418
3,4566,0,"Rachel And The Md (Single Doctor Dads) (Silhouette Romance, No 1489)",Donna Clayton,2000,Silhouette,373194897,278418
3,4567,0,"Mesmerizing Mr Carlyle (An Older Man) (Silhouette Romance, No 1493)",Arlene James,2001,Silhouette,373194935,278418
3,4568,0,"Tex'S Exasperating Heiress (The Brubaker Brides) (Silhouette Romance, No 1494)",Carolyn Zane,2001,Silhouette,373194943,278418
3,4569,0,Booties And The Beast (An Older Man) (Silhouette Romance),Valerie Parv,2001,Silhouette,037319501X,278418
3,4570,0,"Rachel'S Rescuer (Silhoette Romance, No 1509)",Roxann Delaney,2001,Silhouette,373195095,278418
3,4571,0,"Blacksheep Prince'S Bride (Royally Wed) (Silhouette Romance, No 1510)",Martha Shields,2001,Silhouette,373195109,278418
3,4572,0,"Code Name: Prince (Royally Wed) (Silhouette Romance, No 1516)",Valerie Parv,2001,Silhouette,373195168,278418
3,4573,0,"Littlest Wrangler (Silhouette Romance, No 1527)",BELINDA BARNES,2001,Silhouette,373195273,278418
3,4574,0,"Working Overtime (Silhouette Romance, No. 1548)",Raye Morgan,2001,Silhouette,373195486,278418
3,4575,0,"Nanny &amp; Her Scrooge (Silhouette Romance, No. 1568)",Deanna Talcott,2002,Silhouette,373195680,278418
3,4576,0,"THE HEIRESS BRIDE - VIRGIN BRIDE (Silhouette Romance, No. 1578)",Laurey Bright,2002,Silhouette,373195788,278418
3,4577,0,"TRISH'S NOT-SO-LITTLE SECRET (Silhouette Romance, No. 1581)",Cynthia Rutledge,2002,Silhouette,373195818,278418
3,4578,0,"Daddy's Double Due Date (Silhouette Romance, No. 1587)",BELINDA BARNES,2002,Silhouette,373195877,278418
3,4579,0,"Kindergarten Cupids  (An Older Man) (Silhouette Romance, 1596)",Vivienne Wallington,2002,Silhouette,373195966,278418
3,4580,0,Her Last Chance  (soulmates),Deanna Talcott,2002,Silhouette,373196288,278418
3,4581,0,Deck The Halls (By Request 2'S) (By Request 2's),Margot Early,2000,Harlequin,373217129,278418
3,4582,0,Catspaw,Anne Stuart,1984,Harlequin,037322009X,278418
